Candidate_ID,Role,Location,Source,Gender,Age,Current_Status,Applied_Date,Offer_Date,Join_Date
dc713d96-0c0f-4195-817a-f08a1745d6d8,Analyst,Singapore,Campus,Non-Binary,36,Offered,2025-04-29,2025-05-17,
cac5b68c-28f4-4481-a0a0-4dc427209bdf,Manager,New York,Job Portal,Male,23,Accepted,2025-05-14,2025-06-01,
61b1cd22-6280-4c45-9043-5a1098ae4334,Analyst,London,Referral,Male,37,Accepted,2025-05-22,2025-06-09,
405cacec-8774-49a9-b7d2-1e02ff01cf99,Engineer,Hyderabad,Referral,Female,24,Accepted,2025-05-20,2025-06-09,
ae270da7-02f0-4b90-b143-262fdc5c0eed,Engineer,Singapore,Referral,Non-Binary,40,Offered,2025-04-29,2025-05-18,
c0398710-8976-4334-a281-7efdae849217,Analyst,Hyderabad,Internal,Female,40,Accepted,2025-05-06,2025-05-20,
1c8eaee9-5715-4d6f-a416-1293c4c2e2e3,Engineer,London,Job Portal,Male,26,Accepted,2025-05-08,2025-05-22,
00d4af59-7427-4ca3-a87d-06ca6f4cc69a,Manager,London,Referral,Male,41,Joined,2025-05-06,2025-05-17,2025-05-25
2dbc2134-c30f-446e-8026-695ff8cda88b,Engineer,London,Job Portal,Non-Binary,24,Joined,2025-05-18,2025-06-02,2025-06-13
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,Engineer,Singapore,Campus,Female,42,Accepted,2025-05-08,2025-05-28,
9be578c7-81f6-41d4-a392-31a7d777a477,Designer,Hyderabad,Job Portal,Male,25,Accepted,2025-05-03,2025-05-15,
295b4715-c333-4861-9fb8-d16c2720797d,Designer,London,Job Portal,Female,28,Accepted,2025-05-20,2025-06-03,
87c5421e-ec24-43c5-8754-108ff4188f3f,Manager,London,Referral,Male,35,Joined,2025-04-24,2025-05-04,2025-05-11
04fc6d82-7d15-4385-92fb-e43b99546eb4,Designer,New York,Campus,Male,36,Accepted,2025-04-29,2025-05-15,
fc3e058b-e0f3-4ab0-9cec-4eb5edd96831,Analyst,Hyderabad,Referral,Non-Binary,44,Joined,2025-05-08,2025-05-26,2025-06-02
e0c53cb8-3da9-42a9-8ed4-2f1a3d4cbf37,Designer,New York,Internal,Male,31,Offered,2025-05-21,2025-05-31,
bb5e4bcf-15ed-4269-9429-6c07f26b4776,Designer,New York,Job Portal,Female,33,Accepted,2025-05-17,2025-06-02,
c2b6d2c5-fa5d-4100-91b7-e948d0e6e660,Engineer,New York,Job Portal,Non-Binary,27,Joined,2025-05-19,2025-05-29,2025-06-07
a8e56e0c-20de-435d-a031-d750c40db9b4,Designer,Singapore,Job Portal,Male,44,Interviewed,2025-05-17,,
43dac043-2a45-42ab-8cbf-edb0f264accc,Analyst,Singapore,Job Portal,Male,36,Offered,2025-05-19,2025-06-01,
f6e07cc0-6c52-449f-9b49-bd26df57c59a,Engineer,Hyderabad,Job Portal,Male,30,Joined,2025-05-04,2025-05-18,2025-05-30
badcc32a-c159-4f53-8a0f-4efbedcd465e,Manager,London,Referral,Male,30,Interviewed,2025-05-03,,
fec21bbe-6624-4bfa-8fcc-a39ab683d2e6,Designer,Hyderabad,Referral,Female,33,Accepted,2025-05-12,2025-05-27,
7394988f-847f-49b4-a64d-1bcb702753a1,Manager,Hyderabad,Internal,Female,28,Offered,2025-04-29,2025-05-15,
568cc69b-1064-405c-b985-c3cf3f76be1d,Analyst,New York,Campus,Male,43,Joined,2025-04-25,2025-05-14,2025-05-26
96a402f2-3ae8-4c93-8dcd-cd03969b6662,Analyst,London,Campus,Female,32,Offered,2025-05-04,2025-05-18,
a18ff6b6-b535-406e-922c-9a5601d74256,Engineer,New York,Internal,Female,34,Accepted,2025-04-26,2025-05-08,
080aadfb-e7c9-4b26-9141-25c63a9bedd4,Designer,Singapore,Referral,Male,28,Offered,2025-05-10,2025-05-29,
474a493b-3ced-4f2d-839f-bc501223b513,Designer,Singapore,Internal,Male,28,Accepted,2025-05-17,2025-05-29,
b92da22b-21df-406f-8a0b-3c3336d8393a,Analyst,London,Campus,Male,29,Accepted,2025-05-21,2025-06-03,
c8dcd19f-3e35-4128-b900-f7f993829b43,Engineer,New York,Referral,Male,37,Accepted,2025-05-16,2025-05-27,
1825bc54-30be-445f-a835-14f2ceb81f9d,Manager,Singapore,Job Portal,Female,34,Offered,2025-04-28,2025-05-11,
6c6fa611-5ab3-4edf-ae59-5ed3a8b317fa,Engineer,Hyderabad,Referral,Female,29,Interviewed,2025-05-13,,
0dde29a6-baa4-471a-9d24-67ac778eedb3,Manager,Hyderabad,Job Portal,Non-Binary,25,Offered,2025-04-28,2025-05-15,
56dc8907-ba6c-44ab-a712-303a0f844fef,Designer,Singapore,Internal,Female,39,Offered,2025-04-29,2025-05-11,
894a05e4-30b1-47ef-b10c-0c003fa7f104,Manager,Singapore,Campus,Female,42,Offered,2025-05-15,2025-06-02,
474ebc19-2ef9-4276-ac00-6f6123e2fcb4,Manager,New York,Campus,Male,44,Offered,2025-05-16,2025-05-30,
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,Designer,London,Referral,Male,29,Offered,2025-05-15,2025-05-27,
8ce21ea3-db20-456e-9c81-5fe7ceda8bbb,Engineer,Hyderabad,Internal,Male,39,Offered,2025-04-28,2025-05-08,
8a63f881-ffd0-49d5-a6f2-f7b80cf35b58,Engineer,Singapore,Internal,Non-Binary,40,Joined,2025-04-24,2025-05-04,2025-05-17
c0e9ab30-ed26-42e9-97e0-11b7f8102383,Manager,Hyderabad,Campus,Male,34,Joined,2025-05-05,2025-05-21,2025-06-05
7b3a4e3e-7c52-4a17-a80a-c07a2a935d62,Engineer,Singapore,Job Portal,Male,37,Interviewed,2025-05-04,,
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,Designer,Singapore,Job Portal,Female,26,Joined,2025-05-01,2025-05-19,2025-05-26
63f2ae24-fc3d-4348-808d-4127610461e3,Manager,Hyderabad,Referral,Female,26,Joined,2025-05-06,2025-05-18,2025-05-25
747b6dba-c8fe-4ccd-88b8-d9c6ed3049cf,Designer,Singapore,Campus,Male,32,Offered,2025-05-07,2025-05-23,
bb026576-f512-44c3-b253-d2186c4a37ea,Designer,Singapore,Campus,Female,37,Interviewed,2025-05-20,,
27a0c3d7-7c96-4f79-b7e9-9acaa97065e1,Analyst,London,Job Portal,Female,42,Interviewed,2025-05-03,,
0ef8c2d6-f7fd-4646-b7bb-3eec4bf50b52,Analyst,New York,Job Portal,Female,41,Interviewed,2025-05-22,,
bf7b539b-0f9a-4a4b-8acd-4e10bc594585,Engineer,Singapore,Referral,Female,28,Offered,2025-05-09,2025-05-23,
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,Designer,New York,Referral,Female,27,Joined,2025-05-18,2025-05-29,2025-06-05
284d82e5-87f7-41fb-9a4b-d9caeb5cf467,Designer,Singapore,Internal,Non-Binary,28,Interviewed,2025-04-26,,
d9f195d0-1482-4f53-8201-0c62f5f59b22,Engineer,Hyderabad,Campus,Female,41,Joined,2025-05-03,2025-05-22,2025-05-29
acdabacc-1165-4210-9854-3881118a9d29,Designer,Singapore,Campus,Male,42,Offered,2025-05-05,2025-05-21,
e3e9de99-f10c-418b-9eb0-e38a675dd5af,Manager,Hyderabad,Internal,Non-Binary,42,Joined,2025-05-21,2025-06-07,2025-06-16
0a2c827e-9832-4856-9434-0a033f07f814,Manager,New York,Campus,Female,39,Accepted,2025-04-27,2025-05-14,
90b2b633-956b-4c0c-a849-9b926b5252e3,Manager,London,Campus,Female,24,Offered,2025-05-19,2025-06-05,
344a54b8-42c1-4a62-af48-e8d550fd9d3f,Engineer,Singapore,Internal,Male,37,Joined,2025-05-09,2025-05-21,2025-06-04
21813d25-6552-48a6-83ff-50113d1a85dd,Engineer,London,Campus,Male,41,Accepted,2025-05-08,2025-05-22,
c07a30f2-edd4-453b-90f0-fd0a750cab75,Analyst,New York,Referral,Male,35,Offered,2025-04-27,2025-05-10,
ff9ab5c2-9f04-4aed-b552-332702627f73,Manager,Singapore,Internal,Female,24,Offered,2025-05-21,2025-06-06,
89a2688b-12c1-46e0-9998-5f15ff002d4d,Engineer,London,Campus,Female,38,Offered,2025-05-04,2025-05-22,
eeea163e-21e8-4c68-83e4-2caf8181a8cc,Designer,London,Internal,Male,30,Offered,2025-05-10,2025-05-23,
3e896c64-e117-4ac3-919c-4ea3e1805081,Designer,Hyderabad,Job Portal,Male,45,Offered,2025-05-11,2025-05-30,
d5704f32-702c-4d20-a862-18b848f4ef12,Designer,Hyderabad,Job Portal,Male,33,Interviewed,2025-05-20,,
fbddcf7c-9c96-49ec-8d71-c366b41b3143,Analyst,New York,Campus,Male,23,Accepted,2025-05-19,2025-05-31,
8dfa6a56-d12d-4c9a-aaf9-15310200b1f0,Manager,Hyderabad,Referral,Female,37,Offered,2025-05-08,2025-05-23,
f05db76e-1a84-451a-a9d3-d7c7ee87905e,Engineer,Hyderabad,Campus,Non-Binary,37,Interviewed,2025-04-30,,
1b66b5a9-e3c4-4657-9d8c-bbac43b409ef,Analyst,Singapore,Internal,Male,42,Accepted,2025-05-20,2025-06-01,
9ad620ab-4821-4ddb-85b8-9cd927cb6f2a,Engineer,London,Referral,Non-Binary,25,Accepted,2025-05-04,2025-05-20,
afffcfd2-341e-440b-97c7-00aab7b56ea7,Engineer,Singapore,Internal,Non-Binary,31,Joined,2025-05-06,2025-05-22,2025-06-02
e7c421c7-4049-4b71-bd10-6c6081627cf1,Analyst,Hyderabad,Job Portal,Female,30,Accepted,2025-04-26,2025-05-08,
d450281c-6c6f-4633-a260-772317a0df49,Engineer,New York,Referral,Male,35,Offered,2025-05-07,2025-05-26,
c56811cd-5563-4616-80e8-5ece0b49452d,Manager,London,Referral,Male,44,Offered,2025-04-30,2025-05-17,
295d6fbf-430f-401d-bad4-09e2a319dcb4,Analyst,New York,Campus,Female,42,Accepted,2025-05-15,2025-05-28,
8f9797b0-6d7c-43c9-b4a6-9f3c8d3aed99,Manager,Hyderabad,Job Portal,Female,30,Joined,2025-04-24,2025-05-05,2025-05-12
e21342b0-f1ee-4ba3-9343-2e611ca3c448,Engineer,London,Campus,Male,36,Accepted,2025-05-01,2025-05-17,
5e84f058-d5a8-44eb-8939-23de8babce3b,Designer,Singapore,Internal,Male,23,Joined,2025-05-22,2025-06-06,2025-06-17
20a04502-6e06-4097-a5e9-79778d7248e2,Analyst,Hyderabad,Job Portal,Non-Binary,40,Accepted,2025-04-26,2025-05-06,
eededb07-e623-4689-9d59-cd2a4eea04e7,Designer,Hyderabad,Job Portal,Female,42,Offered,2025-04-25,2025-05-09,
ae9bec36-35c7-436c-9b99-62c6e61fecc0,Engineer,Singapore,Internal,Non-Binary,37,Offered,2025-05-06,2025-05-21,
c7b5b2bc-5a8a-4eca-9a50-aec3aabc25fa,Designer,Hyderabad,Job Portal,Male,44,Offered,2025-05-21,2025-06-10,
f94d6204-6808-493f-9fed-2c43e256a6dc,Manager,Hyderabad,Internal,Male,30,Offered,2025-05-01,2025-05-17,
dd56cc94-3c9a-414c-ae0c-aeb5ecfedb99,Analyst,Singapore,Internal,Male,38,Offered,2025-05-01,2025-05-18,
2d534dd0-cf8e-4c5a-8cc5-6569f9e8a369,Manager,Hyderabad,Job Portal,Male,26,Joined,2025-05-14,2025-05-31,2025-06-14
ecab3301-bc8f-4d29-adea-94930658663a,Analyst,Hyderabad,Job Portal,Female,31,Accepted,2025-05-10,2025-05-28,
cd5f4822-6966-48aa-ae49-f329c84a7b28,Manager,Hyderabad,Job Portal,Non-Binary,25,Offered,2025-05-06,2025-05-17,
b386f7a4-c991-403f-a8c1-3091444d610b,Engineer,Singapore,Campus,Female,30,Offered,2025-04-29,2025-05-16,
dbccc477-09e9-4b0a-9f46-529061ee411a,Manager,New York,Internal,Female,34,Interviewed,2025-05-16,,
eb1fa9f2-d10b-41d0-b317-347038f16a81,Engineer,Hyderabad,Campus,Female,35,Offered,2025-05-16,2025-06-03,
cb9bc326-d20e-4c17-8e20-fd1a598336e3,Designer,Hyderabad,Campus,Female,40,Accepted,2025-05-05,2025-05-25,
3170f437-a8f7-4f5a-860e-df5b39118497,Manager,New York,Internal,Female,33,Offered,2025-05-13,2025-05-31,
11c58ef0-dd46-4c09-8752-87aa5408f9ac,Manager,Singapore,Campus,Female,44,Offered,2025-05-07,2025-05-23,
6651529e-8268-490b-a438-25b559e4b671,Engineer,Singapore,Referral,Male,37,Accepted,2025-05-20,2025-06-05,
1d870966-0710-4430-b071-d87954c63cd8,Manager,New York,Internal,Non-Binary,26,Accepted,2025-05-06,2025-05-25,
fbc9f87a-f668-4617-94a1-875d2db69edb,Designer,Hyderabad,Internal,Male,36,Interviewed,2025-05-06,,
6f3f920c-98b8-44cc-9bc0-44fc09cb3942,Engineer,Singapore,Job Portal,Male,30,Offered,2025-05-10,2025-05-26,
6fb78271-504d-481f-8953-5b63ba81edd9,Analyst,London,Internal,Non-Binary,42,Accepted,2025-05-23,2025-06-09,
629c2ae3-1d9a-4659-82ec-9f2dfbf6e16f,Analyst,Hyderabad,Job Portal,Female,31,Joined,2025-05-21,2025-06-01,2025-06-14
b572f3d0-0b5c-4a6a-8135-7e8c30a900ad,Analyst,Hyderabad,Internal,Male,31,Joined,2025-05-15,2025-05-25,2025-06-06
ce777f00-ecf2-4e76-8519-7ff4006ed6e3,Analyst,London,Campus,Male,26,Offered,2025-05-20,2025-06-05,
bdf070aa-f0b5-456b-b82c-9074afd5dea5,Engineer,New York,Job Portal,Male,34,Accepted,2025-05-03,2025-05-16,
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,Manager,New York,Job Portal,Female,30,Offered,2025-05-10,2025-05-30,
d9178793-a9d3-42e6-905c-c6869f871ce7,Analyst,Singapore,Campus,Female,27,Interviewed,2025-04-30,,
81d2c7de-4ce1-4b90-a669-7833b841d0a0,Designer,London,Internal,Female,36,Joined,2025-05-09,2025-05-22,2025-06-04
6703b636-5380-4904-a88c-7015aab97e49,Manager,Hyderabad,Job Portal,Male,33,Accepted,2025-05-08,2025-05-22,
6ba25efe-311c-4eb6-a095-eef68dedf9fb,Analyst,Singapore,Campus,Male,43,Accepted,2025-05-12,2025-05-22,
2c8d0e44-e71e-43a6-bf85-bf0ead64b56c,Manager,London,Job Portal,Female,33,Offered,2025-05-23,2025-06-05,
8c459ce2-67f4-4ad5-8d0b-0d1a91b0e1d9,Designer,New York,Referral,Non-Binary,42,Interviewed,2025-04-24,,
6e0d2648-35ce-4841-8973-2d6c4dcabfb7,Manager,Hyderabad,Campus,Female,24,Joined,2025-05-22,2025-06-06,2025-06-19
77097749-527e-4cfa-a79a-c9aa9b4e2c24,Engineer,New York,Job Portal,Female,33,Accepted,2025-05-15,2025-05-29,
82dc4c8e-36b5-429a-acf5-e81e71316269,Engineer,London,Internal,Non-Binary,31,Accepted,2025-05-16,2025-05-31,
cbc84759-f5b7-4cc7-a6b3-c944cb323e35,Analyst,Singapore,Referral,Male,29,Joined,2025-05-02,2025-05-22,2025-06-04
83f4a9a9-48a6-49d0-95b5-2908a8aa7158,Designer,Hyderabad,Internal,Male,39,Interviewed,2025-05-10,,
c04a96c4-f3b6-4fe1-9184-332417e8392a,Designer,London,Internal,Female,33,Interviewed,2025-05-05,,
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,Engineer,Singapore,Referral,Female,39,Offered,2025-05-03,2025-05-22,
3eae0032-0bd4-4990-8640-be0f25b8fd4b,Engineer,Hyderabad,Internal,Non-Binary,31,Accepted,2025-05-17,2025-05-28,
12a4def0-c4bb-47a9-9988-68dd9c7c7377,Engineer,Hyderabad,Referral,Male,37,Interviewed,2025-05-16,,
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,Engineer,New York,Internal,Female,43,Joined,2025-05-03,2025-05-21,2025-06-03
7e8f8095-624c-49b6-b244-45a7b7e58481,Engineer,Singapore,Referral,Female,41,Offered,2025-05-13,2025-05-27,
b00805cc-a7f3-4ae9-a5c7-3c443e75c3b4,Analyst,London,Job Portal,Male,29,Joined,2025-04-24,2025-05-05,2025-05-17
c521bf2d-dc45-4539-803f-3538e4855aa1,Designer,Hyderabad,Internal,Male,25,Joined,2025-04-29,2025-05-16,2025-05-24
2d06e8cf-3805-4907-acd6-6193c7468f59,Engineer,Hyderabad,Referral,Female,29,Joined,2025-05-19,2025-06-07,2025-06-17
3fcb7546-8eb2-4579-8cdb-1ca476ecbdd6,Analyst,New York,Job Portal,Female,29,Offered,2025-04-29,2025-05-11,
76f2dbfe-cd29-436f-a222-82e174daaebf,Analyst,London,Job Portal,Non-Binary,39,Offered,2025-05-19,2025-05-31,
513a7052-986f-4025-8f15-ba58fce68504,Analyst,Hyderabad,Job Portal,Male,29,Accepted,2025-05-15,2025-05-25,
e45b712e-b822-4688-90a4-44329cd6c852,Engineer,London,Referral,Male,35,Accepted,2025-05-18,2025-05-29,
8c41561b-e827-41b9-94a0-2e536d3ee1dc,Manager,Singapore,Campus,Female,25,Offered,2025-05-15,2025-05-28,
dc8aee30-be60-43f7-a8be-9288e5af6e39,Analyst,London,Internal,Female,22,Interviewed,2025-05-17,,
3f4b1a70-c074-418e-825a-609f7337c599,Manager,Singapore,Internal,Female,37,Accepted,2025-05-07,2025-05-24,
7c0e8cd8-8573-4793-8715-b2b9c40c5d91,Analyst,Hyderabad,Campus,Female,24,Interviewed,2025-05-05,,
b6aae05b-13d5-42f7-b09b-7d97464c04af,Designer,Singapore,Campus,Female,41,Offered,2025-05-07,2025-05-18,
51d87c64-55fa-4ab8-858f-1f193c07c574,Engineer,Singapore,Internal,Female,35,Offered,2025-05-20,2025-06-06,
3b33f3d8-269c-4696-a36c-7b8714a0bccb,Manager,Singapore,Referral,Male,32,Accepted,2025-05-12,2025-05-27,
36c59dac-b4d7-428e-a71e-3ee2b1a6b1f1,Engineer,Singapore,Referral,Male,24,Interviewed,2025-04-27,,
8ae8905b-54b4-4482-a858-6eba6a34c854,Analyst,London,Job Portal,Female,40,Joined,2025-05-16,2025-06-03,2025-06-15
d5385b0e-34f3-493c-8ff0-a55c6a702e2f,Analyst,Singapore,Campus,Female,35,Joined,2025-05-14,2025-05-24,2025-06-04
95863a76-c511-45ff-a7a3-7e8163b4c08b,Designer,London,Referral,Female,28,Interviewed,2025-04-24,,
9360715f-c3fe-4183-a172-b725db52ca58,Manager,New York,Referral,Male,39,Offered,2025-05-12,2025-05-26,
5a0cdd7c-f157-4470-8182-67c47a1b5806,Engineer,Singapore,Referral,Female,43,Joined,2025-05-08,2025-05-22,2025-05-29
e4429ebb-da7b-4095-a3d6-2a39c0e3befd,Engineer,London,Campus,Non-Binary,33,Interviewed,2025-05-14,,
8bcf53a1-bc10-4a52-bf5d-2fdf89c8d2ab,Engineer,Singapore,Referral,Male,42,Joined,2025-05-23,2025-06-03,2025-06-18
382c043f-7cfc-4b79-b875-394ce5d6f6e6,Engineer,Singapore,Internal,Female,27,Offered,2025-05-07,2025-05-22,
638c254c-076e-4bba-bc53-08bf6f92f25e,Analyst,Hyderabad,Job Portal,Male,41,Interviewed,2025-05-10,,
67814c1f-cc53-4e36-addc-3e13ab3b4d37,Analyst,London,Internal,Female,37,Accepted,2025-05-02,2025-05-18,
20ac3703-eb67-446a-b7a6-e17cd72b6108,Designer,New York,Referral,Male,25,Offered,2025-05-19,2025-06-08,
978648f8-64de-42e6-a82c-7d7b06e745f9,Manager,London,Referral,Male,41,Interviewed,2025-05-21,,
a48b3dbe-157d-44a1-86f0-28ffa9ba5a27,Engineer,London,Job Portal,Female,30,Offered,2025-05-14,2025-05-25,
2e85cb21-7631-4e9d-9de9-f86322bd3388,Analyst,Singapore,Internal,Male,34,Accepted,2025-04-26,2025-05-09,
362f5e5c-53cd-4268-a10c-f37342999aa4,Designer,Hyderabad,Internal,Female,23,Offered,2025-05-16,2025-06-02,
e1301617-c2df-4335-9666-6f9f53ac2ab9,Analyst,London,Internal,Female,44,Accepted,2025-05-12,2025-05-26,
d4f8fd72-f382-4cfd-8083-b73a473bd358,Analyst,Singapore,Referral,Non-Binary,27,Joined,2025-05-14,2025-06-02,2025-06-16
78660765-14f7-4e8d-95bc-b8d04094dded,Designer,Hyderabad,Internal,Female,29,Offered,2025-04-24,2025-05-10,
fff9f585-0d55-4b61-8a17-5dfebfc00dc8,Analyst,Singapore,Campus,Female,29,Offered,2025-05-10,2025-05-22,
c7fee39f-1190-4938-a66f-d7f739669fa7,Analyst,Hyderabad,Job Portal,Non-Binary,33,Offered,2025-04-25,2025-05-15,
3f4df561-f319-4125-87f1-94f9c1156d6d,Engineer,New York,Referral,Male,28,Interviewed,2025-05-03,,
2702878b-9f0f-4a8d-8537-9ff6d6d7b3b8,Engineer,Hyderabad,Job Portal,Non-Binary,42,Offered,2025-05-05,2025-05-24,
1d48a071-ab61-47b1-b93b-4c3220500494,Manager,London,Campus,Male,24,Offered,2025-05-21,2025-06-10,
b31022f0-770c-4798-b7cc-863bf2a03459,Designer,London,Referral,Male,24,Offered,2025-05-06,2025-05-23,
9b1bc895-2af4-4ab7-9e6f-ea07c4536f1d,Analyst,Hyderabad,Campus,Female,24,Accepted,2025-05-23,2025-06-03,
1d5206ab-b7e6-427c-bf78-0e3ff6b751f7,Manager,Singapore,Referral,Male,40,Accepted,2025-05-01,2025-05-16,
9424aed5-1bac-4c15-8fa0-3f26f6f7f0cc,Manager,New York,Referral,Female,32,Joined,2025-04-25,2025-05-06,2025-05-21
ad66a1bd-9367-4a02-8fdc-6e1bedcb8cb6,Engineer,Hyderabad,Job Portal,Female,36,Accepted,2025-05-12,2025-05-31,
32c5bd89-b70b-4420-b104-3785658b2523,Engineer,London,Campus,Non-Binary,34,Offered,2025-04-27,2025-05-12,
a092f52a-d4a0-47a7-b0cc-1b3b9793b9b4,Analyst,London,Referral,Male,39,Accepted,2025-05-05,2025-05-19,
4d3485c5-c5c1-4eb4-b27b-3d901a16342c,Designer,New York,Campus,Male,43,Interviewed,2025-05-23,,
fbdd3933-cbd5-4bf6-9efd-76e9ce3714af,Designer,London,Internal,Male,44,Joined,2025-05-21,2025-06-04,2025-06-19
8861fe18-58e2-4888-8a83-81bec85aca46,Manager,London,Job Portal,Female,45,Joined,2025-05-14,2025-06-01,2025-06-09
8186a576-11a7-4609-9edd-bbbfa9597663,Manager,London,Referral,Male,27,Joined,2025-05-10,2025-05-25,2025-06-08
d284476c-6b88-483d-997d-c9cd033d2bce,Engineer,New York,Job Portal,Male,31,Joined,2025-05-17,2025-05-28,2025-06-12
5cb85aed-f5f6-4c97-aefb-63b11b049863,Analyst,London,Job Portal,Female,26,Interviewed,2025-05-16,,
2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,Engineer,Singapore,Referral,Male,43,Accepted,2025-05-19,2025-06-05,
9dac6e83-4524-4ea6-a684-6099f7294951,Designer,Singapore,Job Portal,Female,31,Joined,2025-05-20,2025-06-06,2025-06-16
6f81cf4f-7701-47bb-bbc6-7e1fc64ee6e3,Designer,Singapore,Internal,Female,34,Accepted,2025-05-22,2025-06-07,
3ed8c56c-da09-4fa0-9282-8d8044b591f7,Engineer,New York,Job Portal,Female,23,Accepted,2025-04-28,2025-05-13,
3e6dd58b-7367-428d-a1b2-94de4767d76c,Analyst,Hyderabad,Campus,Male,27,Offered,2025-05-16,2025-06-03,
6105716b-ab0e-464e-9c3e-b2d591e1aa96,Engineer,Singapore,Referral,Non-Binary,29,Joined,2025-05-10,2025-05-25,2025-06-01
533420e6-d9d8-4b8d-be8a-dee70758e201,Manager,Hyderabad,Internal,Female,29,Offered,2025-05-02,2025-05-13,
